ID,URL,About,OrganisationInformation,Overview,Eligibility,Application
1828,https://www.mastersportal.com/scholarships/4092/health-data-science-scholarships.html,"About
The University of Liverpool is able to offer a range of scholarships and awards to Home, EU and international students. 
If you are planning to undertake master's study you may need to seek financial support from a variety of sources, such as loans or scholarships.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
£10,850
Scholarship coverage
tuition fee reduction
Description
A small number of scholarships covering the tuition fees for the MSc Health Data Science, are available for students starting the master's programme.
Applicable programmes
Public Health and Health Promotion Online
Brunel University London - Online
London, United Kingdom
Master of Public Health (MPH)
Arden University Online
Coventry, United Kingdom
Infection Control
University of Essex Online
Colchester, United Kingdom
Benefits
At least two scholarships covering the tuition fees for the MSc Health Data Science, up to a maximum amount of £10,850, are available for students starting the master's programme in the academic year.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
To be eligible for these scholarships, you must be awarded a place on the MSc Health Data Science programme at the University of Liverpool. 
You must hold, or be on track to obtain, at least a high 2:1 (65+%) in your undergraduate degree, including marks of 60+% in modules relevant to the MSc programme.
Work experience relevant to Data Science (paid, internship, shadowing or voluntary positions) would be advantageous.
Scholarship requirements
Disciplines
Health Sciences
Locations
United Kingdom
Nationality
226 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
Once you have secured a place on the MSc Health Data Science at the University of Liverpool, submit your CV, and a brief supporting statement (no longer than 750 words), which should outline (1) why you should receive a scholarship to study on this programme, (2) your past achievements in academic and professional activities relevant to the MSc programme, and (3) your data science experience to date and any future career plans.","University of Liverpool
Liverpool , United Kingdom
Not ranked
Studyportals University Meta Ranking
4.4
Read 79 reviews
Featured by
University of Liverpool"
1829,https://www.mastersportal.com/scholarships/1900/herbert-bertram-falkenstein-graduate-scholarship-in-fine-arts.html,"About
University of Victoria provides awards to graduate students of high academic standing. The distribution, value and duration of these awards and fellowships are determined by each academic unit. 
 ","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
$10.000
Scholarship coverage
tuition fee reduction
Description
The Herbert Bertram Falkenstein Graduate Scholarship in Fine Arts is awarded to academically outstanding Masters or PhD students in the Faculty of Fine Arts whose research focuses on Art History or Asian Studies. The award will be renewed for up to an additional three years providing the recipient maintains a first class GPA and is in the opinion of the academic unit, making good progress toward their degree.
Applicable programmes
Post-Production
Humber College
Toronto, Canada
Visual Effects for Film and Television
Seneca Polytechnic
North York, Canada
3D Animation and Character Design
Fanshawe College
London, Canada
Benefits
The value of the scholarship is $10,000.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Normally, the minimum requirement for consideration is an A- average and any additional criteria that has been established by the donor. Awards are assigned based on nominations from eligible academic units. Unless otherwise noted in the award description, you must be a full-time graduate student. 
Scholarship requirements
Disciplines
Multiple disciplines
Locations
Canada
Nationality
226 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
No application required.","University of Victoria
Victoria , Canada
Not ranked
Studyportals University Meta Ranking
4.3
Read 22 reviews
Featured by
University of Victoria"
1830,https://www.mastersportal.com/scholarships/1090/herbert-bertram-falkenstein-graduate-scholarship-in-humanities.html,"About
UVic provides awards to graduate students of high academic standing.
The distribution, value and duration of these awards and fellowships are determined by each academic unit. ","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
At least $10,000
Scholarship coverage
tuition fee reduction
Description
One or more scholarships are awarded to academically outstanding Masters or PhD students in the Faculty of Humanities whose research focuses on history or Asian studies.
Applicable programmes
Near and Middle Eastern Civilizations
University of Toronto
Toronto, Canada
Archival Studies and Library and Information Studies
University of British Columbia
Vancouver, Canada
History
University of New Brunswick
Fredericton, Canada
Benefits
The scholarship is valued at least $10,000.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Normally, the minimum requirement for consideration is an A- average and any additional criteria that has been established by the donor.
Awards are assigned based on nominations from eligible academic units. 
Unless otherwise noted in the award description, you must be a full-time graduate student. 
Scholarship requirements
Disciplines
History
Locations
Canada
Nationality
226 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
No application required.","University of Victoria
Victoria , Canada
Not ranked
Studyportals University Meta Ranking
4.3
Read 22 reviews
Featured by
University of Victoria"
1831,https://www.mastersportal.com/scholarships/47/the-isa21-airline-type-rating-scholarships.html,"About
Type Rating Scholarship winners will complete their training with Flight Training International in Miami, Dallas, or Denver USA.  ","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
$10,000
Scholarship coverage
tuition fee reduction
Description
The International Society of Women Airline Pilots (ISA+21) offers scholarships to promote the advancement of women in airline flight decks worldwide. ISA+21 will award one type ratings (B737 or A320). The successful candidate will train for eight days with Flight Training International in Miami, FL or Denver, CO.
Applicable programmes
Logistics and Supply Chain Management
Embry-Riddle Aeronautical University
Orlando, United States
Sustainable Transportation and Logistics
University at Buffalo SUNY - School of Engineering and Applied Sciences
Buffalo, United States
Aeronautics and Astronautics
Massachusetts Institute of Technology (MIT)
Cambridge, United States
Benefits
The scholarship is worth $10,000.
Funds will be paid directly to FTI and training must be completed within 18 months. The recipients of the airline type rating scholarship are responsible for all travel, housing, and personal expenses during training. Hotel reservation assistance is available.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Applicants must satisfy all of the following requirements:
An ATP (or ICAO equivalent) license;
A minimum of 2500 hours total flight time;
A minimum of 500 multi-engine turbine flight time included in the total time, and
A current first class medical certificate;
In pursuit of a career as an airline pilot.
Conditions:
Only one Type Rating Scholarship is allowed in a lifetime;
Applicants may apply as many times as they wish;
Winner has 18 months to complete training;
Funds will be paid directly to the approved flight school;
The winner is responsible for travel, housing, and personal expenses during training;
Open to female applicants, as indicated on their pilot certificate.
Scholarship requirements
Disciplines
Transport Management
Locations
United States
Nationality
226 nationalities
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
01 Nov 2024
Submit required documents via email.
All applications will be assessed by the Scholarship Committee for eligibility.
Scholarship entries due by November 1st of each year.
Applicants who reach the finalist stage will be invited for an interview at the Women in Aviation Conference.
Winners are announced after the WAI Conference.","University of Victoria
Victoria , Canada
Not ranked
Studyportals University Meta Ranking
4.3
Read 22 reviews
Featured by
University of Victoria"
1832,https://www.mastersportal.com/scholarships/3199/180-credit-taught-masters-merit-scholarship.html,"About
Lincoln University Canterbury offers many scholarships to international students, to help grow their opportunities and potential.
 ","Overview
Scholarship type
Merit based
Number of scholarships to award
One
Grant
NZ$7,000 - NZ$10,000
Scholarship coverage
tuition fee reduction
Description
Scholarships are typically based on the academic achievements and abilities you have demonstrated so far. However, you can also receive a scholarship based on your personal qualities, financial need, country of residence and chosen programme of study.
Applicable programmes
Gastronomy
Auckland University of Technology
Auckland, New Zealand
Marketing
University of Auckland
Auckland, New Zealand
International Hospitality Management
Auckland University of Technology
Auckland, New Zealand
Benefits
Qualifying international students will be awarded with a scholarship of NZ$7,000 or NZ$10,000 towards the overall cost of their study in one of the 180 credit taught master’s programmes.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Students must have a GPA of at least B+ average in the last year of their bachelor’s degree to meet the requirements.
Available to International Students.
Scholarship requirements
Disciplines
Multiple disciplines
Locations
New Zealand
Nationality
225 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
No separate application is required. Lincoln will assess and offer the scholarship automatically to qualifying international students.","Lincoln University Canterbury
Christchurch , New Zealand
Not ranked
Studyportals University Meta Ranking
4.5
Read 2 reviews
Featured by
Lincoln University Canterbury"
1833,https://www.mastersportal.com/scholarships/3252/llm-university-of-lagos-law-school-scholarship.html,"About
At University of East Anglia , they believe that everyone should have access to a quality education, regardless of their financial circumstances. ","Overview
Scholarship type
Merit and need based
Number of scholarships to award
Multiple
Grant
£9,250 for tuition fees
Scholarship coverage
tuition fee reduction
Description
In recognition of the developing relationship between the UEA Law School and UNILAG School of Law, UEA Law School will consider offering LLM: University of Lagos Law School Scholarship to UNILAG Law Student(s) who are currently studying at or have recently graduated from UNILAG Law School, at the discretion of UEA Law School.
Applicable programmes
Energy and Environmental Law (Online)
University of Birmingham online
Birmingham, United Kingdom
International Business Law
University of Essex Online
Colchester, United Kingdom
International Trade and Economic Law
University of the West of England (UWE Bristol)
Bristol, United Kingdom
Benefits
The scholarship is worth £9,250 to help you with your studies.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Currently studying at or have recently graduated from UNILAG Law School
For International students
Scholarship requirements
Disciplines
Master of Laws (LLM)
Locations
United Kingdom
Nationality
225 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
Expressions of interest should be directed to Dr Hakeem Seriki.","University of East Anglia
Norwich , United Kingdom
Not ranked
Studyportals University Meta Ranking
4.3
Read 48 reviews
Featured by
University of East Anglia"
1834,https://www.mastersportal.com/scholarships/2127/connie-rooke-scholarship.html,"About
The University of Guelph has an extremely generous scholarship program that recognizes academic achievements and supports students in their continuation of study.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
Up to 8,000 CAD ($)
Scholarship coverage
tuition fee reduction
Description
Selection will be based on demonstrated significant achievement in creative writing through submission of a portfolio to the Master of Fine Arts Creative Writing admissions committee.
Applicable programmes
Professional Writing and Communications
Humber College
Toronto, Canada
Professional Writing - Communications
Centennial College
Toronto, Canada
Creative Writing - Fiction, Creative Non-Fiction, Poetry
Humber College
Toronto, Canada
Benefits
Various awards of $8,000 (payable over 6 semesters).
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Full-time students entering the MFA in Creative Writing Program.
Scholarship requirements
Disciplines
Creative Writing
Locations
Canada
Nationality
226 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
No application is necessary.","University of Guelph
Guelph , Canada
Not ranked
Studyportals University Meta Ranking
4.5
Read 57 reviews
Featured by
University of Guelph"
1835,https://www.mastersportal.com/scholarships/3386/billes-conservation-leadership-scholarship.html,"About
The University of Guelph has an extremely generous scholarship program that recognizes academic achievements and supports students in their continuation of study. 
Scholarships are given on the basis of meritorious achievement and can include things like extra-curricular activities, demonstrated leadership ability and volunteerism. ","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
Up to 8,000 CAD ($)
Scholarship coverage
tuition fee reduction
Description
Dr. Martha Billes, the University’s ninth Chancellor and first alumni serving as Chancellor, established these entrance awards in 2020 to celebrate and support the inaugural classes of the Masters in Conservation Leadership at the University of Guelph.
Applicable programmes
Master of Business Administration
University Canada West
Vancouver, Canada
Environmental Economics and Management
Thompson Rivers University
Kamloops, Canada
Hotel, Resort and Restaurant Management
Centennial College
Toronto, Canada
Benefits
Five awards of $8,000 (payable over three semesters).
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Selection will be based on outstanding leadership in environmental conservation through work and volunteer experience as demonstrated in the admission application material.
Students entering the Masters in Conservation Leadership program full-time.
Scholarship requirements
Disciplines
Management Studies
Locations
Canada
Nationality
226 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
Application for Admission.","University of Guelph
Guelph , Canada
Not ranked
Studyportals University Meta Ranking
4.5
Read 57 reviews
Featured by
University of Guelph"
1836,https://www.mastersportal.com/scholarships/1259/mba-fellowship-for-social-entrepreneurs.html,"About
Student awards (scholarships and grants) at University of Toronto are non-repayable monetary awards issued based on criteria such as merit, financial need, community engagement, leadership and athletic performance.","Overview
Scholarship type
Merit based
Number of scholarships to award
One
Grant
7,500/year for two years
Scholarship coverage
tuition fee reduction
Description
The MBA Fellowship for Social Entrepreneurs is available to international students, enrolling in the Temerty Faculty of Medicine, with an interest in HIV/AIDS research.
Applicable programmes
Master of Business Administration
University Canada West
Vancouver, Canada
Master of Business Administration
Thompson Rivers University
Kamloops, Canada
Master of Business Administration
University of New Brunswick
Fredericton, Canada
Benefits
The value of the scholarship is $7,500 for 2 years.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Preference will be given to students who have volunteer or work experience in the public and voluntary (not-for-profit) sector.
Scholarship requirements
Disciplines
Master in Business Administration (MBA)
Locations
Canada
Nationality
226 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified","University of Toronto
Pickering , Canada
Not ranked
Studyportals University Meta Ranking
4.0
Read 285 reviews
Featured by
University of Toronto"
1837,https://www.mastersportal.com/scholarships/2006/jan-anderson-anu-ntu-hdr-supplementary-scholarship.html,"About
With a range of scholarship opportunities catering to students from a variety of backgrounds and abilities, Australian National University is here to support you.","Overview
Scholarship type
Merit based
Number of scholarships to award
One
Grant
AUD $7,000 per annum
Scholarship coverage
tuition fee reduction
travel expenses
Description
Each year the Research School of Biology may offer an award known as the Research School of Biology Jan Anderson ANU-NTU HDR Supplementary Scholarship.
The award is to provide financial support for students currently enrolled in a RSB HDR program and travelling to Nanyang Technical University (NTU, Singapore) to undertake the joint research and help them develop their scientific and professional skills.
Applicable programmes
Master of Biological Science - Conservation Biology
The University of Western Australia
Perth, Australia
Science (Applied Biology and Biotechnology)
RMIT University
Melbourne, Australia
Master of Biological Science
The University of Western Australia
Perth, Australia
Benefits
The scholarship provides a stipend of $7000 per annum paid fortnightly in arrears.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
The award will be available each year to a prospective/continuing student who is:
a domestic or international student;
enrolled or enrolling full-time in a Doctor of Philosophy study program within the RSB;
Undertaking a research project that suitably demonstrates collaboration with one or more researchers at Nanyang Technological University (NTU); and
has been awarded, and has accepted, an ANU HDR base stipend scholarship.
Selection will be made on the basis of academic merit
Scholarship requirements
Disciplines
Biology
Locations
Australia
Nationality
226 nationalities
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
Applications can be received at any time and should be forwarded, along with any supporting documentation, by email. The scholarship application must detail the proposed ANU-NTU collaborative research to be undertaken.","Australian National University
Canberra , Australia
Not ranked
Studyportals University Meta Ranking
3.7
Read 65 reviews
Featured by
Australian National University"
1838,https://www.mastersportal.com/scholarships/1023/generation-google-scholarship.html,"About
Choose one of our 180+ highly-ranked Bachelor’s, Master's and PhD degree programmes offered across 11 faculties. Join a student population of over 35,000 students from 120+ countries. Kickstart a meaningful and successful career and engage in useful and societally relevant research. Study and live in our lively and friendly city where you’ll feel right at home.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
EUR 7,000
Scholarship coverage
tuition fee reduction
living expenses
other
Description
The Generation Google Scholarship: for women in computer science was established to help students pursuing computer science degrees excel in technology and become leaders in the field.
Applicable programmes
Business Analytics and Operations Research
Tilburg University
Tilburg, Netherlands
Artificial Intelligence
Radboud University
Nijmegen, Netherlands
Human-Technology Interaction
Eindhoven University of Technology (TU/e)
Eindhoven, Netherlands
Benefits
Selected students will receive a € 7,000 award. The award must be spent on tuition, fees, books, supplies and equipment required for the students' classes at their primary university.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Programmes: Bachelor's, Master's or PhD Program in computer science, computer engineering or a closely related technical field.
Women interested in computer science are strongly encouraged to apply.
Persons who are residents of embargoed countries, ordinarily resident in embargoed countries, or otherwise prohibited by applicable export controls and sanctions programs may not apply for this scholarship.
To be eligible to apply, applicants must:
Be currently enrolled as an undergraduate or graduate student at a university for an academic year;
Intend to be enrolled in or accepted as a full-time student in a Bachelor’s, Master’s, or PhD program at an accredited university in Europe, Middle East or Africa for an academic year;
Be studying computer science, computer engineering, or a closely related technical field;
Demonstrate a strong academic record;
Exemplify leadership and demonstrate a passion for improving representation of underrepresented groups in computer science and technology.
Scholarship requirements
Disciplines
Multiple disciplines
Locations
Netherlands
Nationality
226 nationalities
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
01 Dec 2024
You will be asked to complete an online application which includes:
General background information (e.g. contact information and details about your current and intended universities);
Resume/CV;
Academic transcripts from your current and prior institutions (if you have earned a prior degree);
One letter of reference from a professor, instructor, adviser or supervisor;
Responses to four short essay questions;
Recipients will be selected based on the overall strength of their essays and application materials compared to the entire applicant pool or respective.
Deadline: early December","University of Groningen
Groningen , Netherlands
Not ranked
Studyportals University Meta Ranking
4.1
Read 149 reviews
Featured by
University of Groningen"
1839,https://www.mastersportal.com/scholarships/1747/queen-square-ion-international-excellence-scholarship.html,"About
University College London has partnerships with a variety of external funding providers in which the university offers a contribution towards tuition fees.","Overview
Scholarship type
Merit based
Number of scholarships to award
One
Grant
£6,000
Scholarship coverage
tuition fee reduction
Description
The Queen Square Institute of Neurology offers some of the strongest and broadest basic and clinical neuroscience programmes internationally, with major capacity in translational neuroscience.
The University College London (UCL) is delighted to announce four partial fees only scholarships for overseas fee paying students. UCL would like to celebrate the rich history of the UCL Queen Square Institute of Neurology in welcoming students from across the globe who have contributed so much to the success of their Institute and programmes of study.
Applicable programmes
Psychology and Neuroscience of Mental Health (Online)
King's College London Online
London, United Kingdom
Applied Neuroscience (Online)
King's College London Online
London, United Kingdom
Clinical Neuropsychiatry
University of Birmingham
Birmingham, United Kingdom
Benefits
The scholarship is worth up to £6,000.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
The scholarship is offered on the basis of academic merit. The scholarships are only available to students who have applied to study one of the eligible degree programmes (all QSIoN programmes except MSc/Dip/Cert in Clinical Neurology).
Scholarship requirements
Disciplines
Neuroscience
Locations
United Kingdom
Nationality
225 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
Applications for 2023-24 will open from Dec 2023 onwards. ","UCL
London , United Kingdom
Not ranked
Studyportals University Meta Ranking
4.1
Read 104 reviews
Featured by
UCL"
1840,https://www.mastersportal.com/scholarships/7533/msc-comparative-social-change-scholarships.html,"About
As Ireland’s leading university, Trinity College Dublin is inspiring the next generation of global citizens and global leaders.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
€5,000
Scholarship coverage
tuition fee reduction
Description
Trinity offers a number of undergraduate scholarships for international students. These scholarships are awarded to acknowledge the highest achieving students and to assist international students of limited means. Many scholarships are made possible by bequests and gifts that have been generously donated to Trinity over the years. 
The MSc Comparative Social Change is a postgraduate programme delivered jointly by the Department of Sociology at Trinity College Dublin and the School of Sociology at University College Dublin.
Applicable programmes
Social Work
University College Dublin
Dublin, Ireland
Social Work, Welfare and Justice
University College Dublin
Dublin, Ireland
Equality Studies
University College Dublin
Dublin, Ireland
Benefits
A range of scholarships are available for non-EU students, applied as a reduction to the tuition fees of the MSc programme. 
Non-EU applicants are automatically considered for a scholarship up to €5,000.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Applicants who have non-EU status and will pay tuition fees at the non-EU rate.
Applicants are assessed competitively with the main criterion for the granting of the scholarships being the proven academic merit of the candidate. Other information to be taken into account include a personal statement outlining your background and motivation for pursuing a graduate degree in Sociology.
Scholarship requirements
Disciplines
Sociology
Locations
Ireland
Nationality
161 nationalities
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
Submit your online application for the MSc Comparative Social Change.
Applicants do not need to fill in any separate scholarship application form.","Trinity College Dublin
Dublin , Ireland
Not ranked
Studyportals University Meta Ranking
4.1
Read 124 reviews
Featured by
Trinity College Dublin"
